/opt/the-backdoor-factory,user:secretsquirrel,repo:the-backdoor-factory,latest_release:n/a,latest_commit:78570a5ac2f464c9ab0d87eeebdc56f8b03cc0f2,committed_date:2017-02-07T14:23:50Z
/opt/tor,user:jballard1991,repo:software,latest_release:n/a,latest_commit:92f0cecbc1dacbdbf723162c5568f9f7807f29e9,committed_date:2015-06-25T15:26:30Z
/opt/wordhound,user:andreibuciulea,repo:2015-saro-pfinal,latest_release:n/a,latest_commit:4476967677986208dbfabdb95cffec1021e68e3a,committed_date:2015-05-24T21:03:23Z
/opt/wordhound,user:hoself74,repo:controller-v1.5,latest_release:n/a,latest_commit:718c75f53e7697d9efb4c97ec5c7c10a80c534bf,committed_date:2016-01-13T17:21:14Z
/opt/wordhound,user:your-jiseong,repo:agm_v1.0,latest_release:n/a,latest_commit:7daf4225d7f57d279ad491e293d604049f51c051,committed_date:2016-06-23T06:39:47Z
/opt/wordhound,user:your-jiseong,repo:cm_v2.0,latest_release:n/a,latest_commit:b5ce28018dba273f90362e296bba78ff119d5650,committed_date:2016-07-13T15:43:39Z
/opt/wordhound,user:your-jiseong,repo:dm_python_wrapper,latest_release:n/a,latest_commit:7de9abfad65bcfaaa03bd4b276ef26ef56640e44,committed_date:2016-06-24T07:47:43Z
/opt/wordhound,user:your-jiseong,repo:tgm_python_wrapper,latest_release:n/a,latest_commit:fc7e9ea87ecd7679dfdb8dcac6a26194fa5a23f2,committed_date:2016-06-24T07:47:12Z
/opt/wpscan,user:bitdice,repo:wpbox,latest_release:n/a,latest_commit:8274e2efe90ffa1bf0e6f56004fc8142ec7abdeb,committed_date:2016-11-24T18:00:45Z
/opt/wpscan,user:delvelabs,repo:vane,latest_release:n/a,latest_commit:74913c6c1c559f09c2060c47694ff915851f8361,committed_date:2017-04-26T12:13:55Z
/opt/wpscan,
/opt/wpscan,user:ParrotSec,repo:wpscan,latest_release:n/a,latest_commit:f7d5047ff2af29c75357a9ddbd1e707dd409b3d7,committed_date:2017-02-19T02:40:32Z
/opt/wpscan,user:toddsiegel,repo:spscan,latest_release:n/a,latest_commit:fe8b3075865b3e00831de0bde6f92d1a219b64d4,committed_date:2013-10-03T20:05:18Z
/opt/wpscan,user:ValkyrieUK,repo:WP-Scan,latest_release:n/a,latest_commit:5c0c4d7aa4a8b7c5a80c026ae6ecceb776383c10,committed_date:2014-10-08T12:55:05Z
/opt/wpscan,user:wpscanteam,repo:wpscan,latest_release:2.9.2,released_date:2016-11-15T19:53:14Z,latest_commit:d65567fc8f17063f49053b95836516b9e240f87f,committed_date:2017-05-02T14:13:54Z
