package_name,installed_version,architecture,latest_version
libksba8,1.3.4-4,amd64,1.3.5-2
liblapack3,3.6.1-2,amd64,3.7.0-1
liblcms2-2,2.7-1,amd64,2.8-4
libldap-2.4-2,2.4.42+dfsg-2+b2,amd64,2.4.44+dfsg-3
libldb1,2:1.1.26-1,amd64,2:1.1.27-1
liblept5,1.73-5+b1,amd64,1.74.1-1
liblimba0,0.5.6-1,amd64,0.5.6-2
liblircclient0,0.9.0~pre1-1.2,amd64,0.9.4c-7
libllvm3.8,1:3.8.1-9,amd64,1:3.8.1-17
liblockfile-bin,1.09-6,amd64,1.14-1
liblockfile1,1.09-6,amd64,1.14-1
liblouis-data,2.6.5-1,all,3.0.0-3
liblsan0,6.1.1-11,amd64,6.3.0-6
liblua5.1-0,5.1.5-8.1,amd64,5.1.5-8.1+b2
liblua5.2-0,5.2.4-1.1,amd64,5.2.4-1.1+b1
liblua5.3-0,5.3.1-1.1,amd64,5.3.3-1
liblvm2app2.2,2.02.164-1,amd64,2.02.168-1
liblvm2cmd2.02,2.02.164-1,amd64,2.02.168-1
liblwres141,1:9.10.3.dfsg.P4-10.1,amd64,1:9.10.3.dfsg.P4-11
liblzma5,5.1.1alpha+20120614-2.1,amd64,5.2.2-1.2
libmagic-dev,1:5.28-4,amd64,1:5.29-3
libmagic-mgc,1:5.28-4,amd64,1:5.29-3
libmagic1,1:5.28-4,amd64,1:5.29-3
libmail-sendmail-perl,0.79.16-1,all,0.79.16-2
libmailtools-perl,2.13-1,all,2.18-1
libmdb2,0.7.1-4,amd64,0.7.1-5
libmdbsql2,0.7.1-4,amd64,0.7.1-5
libmicrohttpd12,0.9.50-3,amd64,0.9.51-1
libmission-control-plugins0,1:5.16.3-2,amd64,1:5.16.3-2.1
libmjpegutils-2.1-0,1:2.1.0+debian-4+b1,amd64,1:2.1.0+debian-5
libmm-glib0,1.6.0-1,amd64,1.6.4-1
libmnl0,1.0.4-1,amd64,1.0.4-2
libmodplug1,1:0.8.8.5-2,amd64,1:0.8.8.5-3
libmodule-build-perl,0.421800-2,all,0.422000-1
libmodule-runtime-conflicts-perl,0.002-1,all,0.003-1
libmodule-signature-perl,0.80-1,all,0.81-1
libmono-2.0-dev,4.2.1.102+dfsg2-8,amd64,4.6.2.7+dfsg-1
libmono-accessibility4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-cairo4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-cecil-private-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-cil-dev,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-codecontracts4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-compilerservices-symbolwriter4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-corlib4.5-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-cscompmgd0.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-csharp4.0c-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-custommarshalers4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-data-tds4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-db2-1.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-debugger-soft4.0a-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-http4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-i18n-cjk4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-i18n-mideast4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-i18n-other4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-i18n-rare4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-i18n-west4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-i18n4.0-all,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-i18n4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-ldap4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-management4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-messaging-rabbitmq4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-messaging4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-microsoft-build-engine4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-microsoft-build-framework4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-microsoft-build-tasks-v4.0-4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-microsoft-build-utilities-v4.0-4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-microsoft-build4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-microsoft-csharp4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-microsoft-visualc10.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-microsoft-web-infrastructure1.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-oracle4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-parallel4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-peapi4.0a-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-posix4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-rabbitmq4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-relaxng4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-security4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-sharpzip4.84-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-simd4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-smdiagnostics0.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-sqlite4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-componentmodel-composition4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-componentmodel-dataannotations4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-configuration-install4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-configuration4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-core4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-data-datasetextensions4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-data-entity4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-data-linq4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-data-services-client4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-data-services4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-data4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-deployment4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-design4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-drawing-design4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-drawing4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-dynamic4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-enterpriseservices4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-identitymodel-selectors4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-identitymodel4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-io-compression-filesystem4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-io-compression4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-json-microsoft4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-json4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-ldap-protocols4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-ldap4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-management4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-messaging4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-net-http-formatting4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-net-http-webrequest4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-net-http4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-net4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-numerics-vectors4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-numerics4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-core2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-debugger2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-experimental2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-interfaces2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-linq2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-observable-aliases0.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-platformservices2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-providers2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-runtime-remoting2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-windows-forms2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reactive-windows-threading2.2-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-reflection-context4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-runtime-caching4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-runtime-durableinstancing4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-runtime-interopservices-runtimeinformation4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-runtime-serialization-formatters-soap4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-runtime-serialization4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-runtime4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-security4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-servicemodel-activation4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-servicemodel-discovery4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-servicemodel-internals0.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-servicemodel-routing4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-servicemodel-web4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-servicemodel4.0a-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-serviceprocess4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-threading-tasks-dataflow4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-transactions4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-abstractions4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-applicationservices4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-dynamicdata4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-extensions-design4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-extensions4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-http-selfhost4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-http-webhost4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-http4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-mobile4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-mvc3.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-razor2.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-regularexpressions4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-routing4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-services4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-webpages-deployment2.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-webpages-razor2.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web-webpages2.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-web4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-windows-forms-datavisualization4.0a-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-windows-forms4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-windows4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-workflow-activities4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-workflow-componentmodel4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-workflow-runtime4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-xaml4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-xml-linq4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-xml-serialization4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system-xml4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-system4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-tasklets4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-webbrowser4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-webmatrix-data4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-windowsbase4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmono-xbuild-tasks4.0-cil,4.6.1.3+dfsg-8,all,4.6.2.7+dfsg-1
libmonoboehm-2.0-1,4.2.1.102+dfsg2-8,amd64,4.6.2.7+dfsg-1
libmonoboehm-2.0-dev,4.2.1.102+dfsg2-8,amd64,4.6.2.7+dfsg-1
libmoo-perl,2.002004-1,all,2.002005-1
libmotif-common,2.3.4-10,all,2.3.4-13
libmount1,2.28.1-1,amd64,2.29.1-1
libmozjs-24-0,24.2.0-3.1,amd64,24.2.0-5.1
libmozjs185-1.0,1.8.5-1.0.0+dfsg-4.5,amd64,1.8.5-1.0.0+dfsg-6
libmpcdec6,2:0.1~r475-1,amd64,2:0.1~r495-1
libmpeg2encpp-2.1-0,1:2.1.0+debian-4+b1,amd64,1:2.1.0+debian-5
libmpfr4,3.1.4-2,amd64,3.1.5-1
libmpg123-0,1.22.4-1,amd64,1.23.8-1
libmplex2-2.1-0,1:2.1.0+debian-4+b1,amd64,1:2.1.0+debian-5
libmpx0,5.4.1-1,amd64,5.4.1-4
libmpx2,6.1.1-11,amd64,6.3.0-6
libmusicbrainz5-2,5.1.0+git20150707-5,amd64,5.1.0+git20150707-6
libmusicbrainz5cc2v5,5.1.0+git20150707-5,amd64,5.1.0+git20150707-6
libnautilus-extension1a,3.20.1-3,amd64,3.22.2-1
libncurses5,6.0+20160625-1,amd64,6.0+20161126-1
libncurses5-dev,6.0+20160625-1,amd64,6.0+20161126-1
libncursesw5,6.0+20160625-1,amd64,6.0+20161126-1
libneon27-gnutls,0.30.1-5,amd64,0.30.2-2
libnet-dns-perl,1.06-1,all,1.07-1
libnet-http-perl,6.09-1,all,6.12-1
libnet-smtp-ssl-perl,1.03-1,all,1.04-1
libnetfilter-conntrack3,1.0.6-1,amd64,1.0.6-2
libnettle6,3.2-1,amd64,3.3-1
libnewt0.52,0.52.18-3,amd64,0.52.19-1
libnfsidmap2,0.25-5,amd64,0.25-5.1
libnghttp2-14,1.14.0-1,amd64,1.18.1-1
libnm-glib-vpn1,1.2.4-2kali1,amd64,1.6.0-1
libnm-glib4,1.2.4-2kali1,amd64,1.6.0-1
libnm-gtk0,1.2.4-1,amd64,1.4.4-1
libnm-util2,1.2.4-2kali1,amd64,1.6.0-1
libnm0,1.2.4-2kali1,amd64,1.6.0-1
libnma0,1.2.4-1,amd64,1.4.4-1
libnotify4,0.7.6-2,amd64,0.7.7-1
libnotmuch4,0.22.1-3,amd64,0.23.5-1
libnpth0,1.2-3,amd64,1.3-1
libnspr4,2:4.12-2,amd64,2:4.12-6
libnss-mdns,0.10-7,amd64,0.10-8
libnss-myhostname,231-4,amd64,232-15
libntfs-3g871,1:2016.2.22AR.1-3,amd64,1:2016.2.22AR.1-4
libnuma1,2.0.11-1,amd64,2.0.11-2.1
libnumber-bytes-human-perl,0.10-1,all,0.11-1
libobjc-5-dev,5.4.1-1,amd64,5.4.1-4
libobjc4,6.1.1-11,amd64,6.3.0-6
libodbc1,2.3.1-4.1,amd64,2.3.4-1
libofa0,0.9.3-12,amd64,0.9.3-15
libopenal-data,1:1.17.2-1,all,1:1.17.2-4
libopenal1,1:1.17.2-1,amd64,1:1.17.2-4
libopencv-calib3d2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-contrib2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-core2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-features2d2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-flann2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-highgui2.4-deb0,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-imgproc2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-legacy2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-ml2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-objdetect2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopencv-video2.4v5,2.4.9.1+dfsg-2,amd64,2.4.9.1+dfsg-2.2
libopenjp2-7,2.1.1-1,amd64,2.1.2-1.1
libopenvas8,8.0.7-0kali2,amd64,8.0.8-2
libopts25,1:5.18.10-4,amd64,1:5.18.12-3
libopus0,1.1.2-1,amd64,1.2~alpha2-1
liborbit-2-0,1:2.14.19-1+b1,amd64,1:2.14.19-2
liborc-0.4-0,1:0.4.25-1,amd64,1:0.4.26-2
libosinfo-1.0-0,0.3.1-5,amd64,1.0.0-2
libosmesa6,11.2.2-1,amd64,13.0.4-1
libp11-kit0,0.23.2-5,amd64,0.23.3-2
libpackagekit-glib2-18,1.1.1-1,amd64,1.1.5-1
libpam-gnome-keyring,3.20.0-1,amd64,3.20.0-3
libpam-modules,1.1.8-3.3,amd64,1.1.8-3.5
libpam-modules-bin,1.1.8-3.3,amd64,1.1.8-3.5
libpam-runtime,1.1.8-3.3,all,1.1.8-3.5
libpam-systemd,231-4,amd64,232-15
libpam0g,1.1.8-3.3,amd64,1.1.8-3.5
libpango-1.0-0,1.40.1-1,amd64,1.40.3-3
libpango1.0-0,1.40.1-1,amd64,1.40.3-3
libpango1.0-dev,1.40.1-1,amd64,1.40.3-3
libpangocairo-1.0-0,1.40.1-1,amd64,1.40.3-3
libpangoft2-1.0-0,1.40.1-1,amd64,1.40.3-3
libpangomm-1.4-1v5,2.40.0-1,amd64,2.40.1-3
libpangoxft-1.0-0,1.40.1-1,amd64,1.40.3-3
libpaper-utils,1.1.24+nmu4,amd64,1.1.24+nmu5
libpaper1,1.1.24+nmu4,amd64,1.1.24+nmu5
libparse-debianchangelog-perl,1.2.0-10,all,1.2.0-12
libparted-fs-resize0,3.2-15,amd64,3.2-17
libparted2,3.2-15,amd64,3.2-17
libpath-tiny-perl,0.094-1,all,0.100-1
libpathplan4,2.38.0-14,amd64,2.38.0-16
libpcap-dev,1.7.4-2kali1,all,1.8.1-3
libpcap0.8,1.7.4-2kali1,amd64,1.8.1-3
libpcap0.8-dev,1.7.4-2kali1,amd64,1.8.1-3
libpcsclite1,1.8.18-1,amd64,1.8.20-1
libpeas-1.0-0,1.18.0-3,amd64,1.20.0-1
libpeas-common,1.18.0-3,all,1.20.0-1
libphonenumber7,7.1.0-4+b3,amd64,7.1.0-5+b1
libpixman-1-0,0.33.6-1,amd64,0.34.0-1
libpixman-1-dev,0.33.6-1,amd64,0.34.0-1
libpkcs11-helper1,1.11-5,amd64,1.21-1
libpng-dev,1.6.24-2,amd64,1.6.28-1
libpng16-16,1.6.24-2,amd64,1.6.28-1
libpolkit-agent-1-0,0.105-16,amd64,0.105-17
libpolkit-backend-1-0,0.105-16,amd64,0.105-17
libpolkit-gobject-1-0,0.105-16,amd64,0.105-17
libpoppler-glib8,0.44.0-3,amd64,0.48.0-2
libpoppler-qt4-4,0.44.0-3,amd64,0.48.0-2
libportaudio2,19+svn20140130-1,amd64,19.6.0-1
libpostproc54,7:3.1.2-1,amd64,7:3.2.4-1
libpotrace0,1.13-2,amd64,1.13-3
libpq-dev,9.5.4-1,amd64,9.6.1-2
libpq5,9.5.4-1,amd64,9.6.1-2
libprocps6,2:3.3.12-2,amd64,2:3.3.12-3
libprotobuf-c1,1.2.1-1+b1,amd64,1.2.1-2
libprotobuf10,3.0.0-6,amd64,3.0.0-9
libproxy-tools,0.4.11-5,amd64,0.4.14-1
libproxy1v5,0.4.11-5,amd64,0.4.14-1
libpsl5,0.14.0-1+b1,amd64,0.17.0-3
libptexenc1,2016.20160513.41080-6,amd64,2016.20160513.41080.dfsg-1
libpulse-mainloop-glib0,9.0-2,amd64,10.0-1
libpulse0,9.0-2,amd64,10.0-1
libpulsedsp,9.0-2,amd64,10.0-1
libpurple-bin,2.11.0-1,all,2.11.0-3
libpython-all-dev,2.7.11-2,amd64,2.7.13-2
libpython-dev,2.7.11-2,amd64,2.7.13-2
libpython-stdlib,2.7.11-2,amd64,2.7.13-2
libpython2.7,2.7.12-2,amd64,2.7.13-2
libpython2.7-dev,2.7.12-2,amd64,2.7.13-2
libpython2.7-minimal,2.7.12-2,amd64,2.7.13-2
libpython2.7-stdlib,2.7.12-2,amd64,2.7.13-2
libpython3-stdlib,3.5.1-4,amd64,3.5.3-1
libpython3.5,3.5.2-3,amd64,3.5.3-1
libpython3.5-minimal,3.5.2-3,amd64,3.5.3-1
libpython3.5-stdlib,3.5.2-3,amd64,3.5.3-1
libqdbm14,1.8.78-6+b4,amd64,1.8.78-6.1
libqgsttools-p1,5.6.1-2,amd64,5.7.1~20161021-2
libqmi-glib5,1.16.0-1,amd64,1.16.2-1
libqmi-proxy,1.16.0-1,amd64,1.16.2-1
libqscintilla2-12v5,2.9.3+dfsg-3,amd64,2.9.3+dfsg-4
libqscintilla2-l10n,2.9.3+dfsg-3,all,2.9.3+dfsg-4
libqt4-dbus,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-declarative,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-designer,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-dev,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-dev-bin,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-help,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-network,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-opengl,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-opengl-dev,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-qt3support,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-script,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-scripttools,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-sql,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-sql-mysql,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-sql-sqlite,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-svg,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-test,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-xml,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt4-xmlpatterns,4:4.8.7+dfsg-8,amd64,4:4.8.7+dfsg-11
libqt5core5a,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5dbus5,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5gui5,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5multimedia5,5.6.1-2,amd64,5.7.1~20161021-2
libqt5multimedia5-plugins,5.6.1-2,amd64,5.7.1~20161021-2
libqt5multimediawidgets5,5.6.1-2,amd64,5.7.1~20161021-2
libqt5network5,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5opengl5,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5printsupport5,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
libqt5qml5,5.6.1-5,amd64,5.7.1-2
libqt5quick5,5.6.1-5,amd64,5.7.1-2
libqt5scintilla2-12v5,2.9.3+dfsg-3,amd64,2.9.3+dfsg-4
libqt5scintilla2-l10n,2.9.3+dfsg-3,all,2.9.3+dfsg-4
libqt5sql5,5.6.1+dfsg-3+b1,amd64,5.7.1+dfsg-3+b1
